N,P,K,Ph,Temperature(C),Rainfall(cm),Humidity,Crop
10,24,38,6.2,23,65,63,pomegranate
106,56,20,6.9,25,92,65,cotton
17,11,41,6.6,38,75,65,pomegranate
4,133,196,6.6,9,107,63,apple
90,93,55,5.6,24,173,76,banana
5,44,24,6.1,23,80,60,mungbean
98,92,54,5.7,23,173,70,banana
103,72,45,6.5,29,151,77,banana
36,65,84,6.5,28,87,60,chickpea
115,8,51,6.3,20,61,73,watermelon
79,35,42,6.6,24,104,73,rice
139,49,16,6.8,27,85,70,cotton
10,36,15,6.8,20,56,63,mungbean
38,37,23,6.4,34,70,62,mothbeans
18,70,18,6.5,24,82,66,kidneybeans
87,43,45,6.7,31,115,71,rice
27,142,202,6.2,15,45,68,grapes
39,9,25,7.2,33,161,79,coconut
23,63,20,6.2,28,71,60,lentil
29,58,24,7.1,30,73,65,pigeonpeas
26,59,24,6.9,34,67,70,mothbeans
42,52,53,6.9,28,150,79,papaya
25,65,78,6.4,23,81,61,chickpea
25,16,45,6.4,39,60,63,pomegranate
1,24,26,6.4,20,190,70,coconut
5,56,19,7,23,74,61,pigeonpeas
10,127,200,6.4,19,82,60,grapes
0,66,22,6.2,28,74,70,kidneybeans
14,25,34,7.1,25,200,80,coconut
81,83,51,5.9,22,160,70,banana
36,55,47,6.2,28,149,74,papaya
0,12,31,6.1,32,163,79,coconut
37,30,29,6.8,27,162,75,coconut
16,56,21,6.9,21,67,64,lentil
7,37,25,7.4,26,156,78,mango
38,24,5,6.7,24,108,67,orange
11,70,18,6.1,24,80,70,lentil
39,11,9,6.2,27,124,60,orange
51,57,52,6.7,24,95,70,papaya
31,80,15,6.1,25,95,67,lentil
58,49,50,6.5,27,89,70,papaya
120,26,47,6.7,20,71,76,muskmelon
6,80,19,6.8,25,77,65,lentil
16,144,202,6.1,7,115,68,apple
37,49,22,6.4,24,52,70,mothbeans
57,57,15,7.2,33,89,65,blackgram
48,79,23,7.5,24,92,63,blackgram
5,73,15,6.4,21,57,67,kidneybeans
15,134,204,6.3,6,87,66,apple
55,68,75,6.1,23,61,60,chickpea
45,55,15,6.3,32,73,67,blackgram
92,55,23,6.5,26,92,56,maize
73,41,42,5.6,29,128,80,rice
13,56,18,6.2,35,93,62,mothbeans
14,69,18,6.8,26,100,62,pigeonpeas
3,79,24,6.9,26,79,63,lentil
100,19,49,6.2,20,66,77,muskmelon
129,59,21,6.7,20,63,64,cotton
32,120,195,6.1,8,77,65,apple
29,23,31,7.3,25,139,71,mango
64,51,42,6.4,22,134,72,rice
40,43,16,6.9,24,98,64,mungbean
12,28,35,6.7,26,194,76,mango
13,136,201,6.7,9,82,69,apple
116,48,19,6.8,29,86,70,cotton
92,39,25,6.8,21,99,60,maize
90,40,23,6.7,22,75,59,maize
117,51,23,6.9,24,58,63,cotton
38,126,195,6.5,14,45,65,grapes
20,80,25,5.7,20,77,67,pigeonpeas
31,18,27,7.3,20,173,80,coconut
14,18,32,7.1,26,131,73,mango
62,60,24,6.6,25,58,57,maize
102,25,52,6,20,72,79,watermelon
19,59,24,6.6,28,78,70,mothbeans
65,50,46,6.2,27,76,79,papaya
13,52,21,6.3,35,83,67,mothbeans
38,38,15,6.3,33,80,70,mungbean
24,64,22,6.3,26,74,68,kidneybeans
8,62,15,6.5,30,85,70,kidneybeans
26,43,25,6.5,31,95,62,mungbean
117,87,47,5.9,30,172,72,banana
31,47,45,7,29,84,72,papaya
53,45,48,7,28,123,78,papaya
40,56,24,7.4,28,53,64,pigeonpeas
85,13,51,6.3,20,69,80,muskmelon
4,62,21,6.6,25,77,70,kidneybeans
28,36,15,6.6,23,66,68,mungbean
41,61,21,7.4,35,100,68,blackgram
4,65,24,6.2,22,100,61,lentil
136,48,16,6.9,30,54,62,cotton
106,89,47,7,20,170,71,banana
10,59,25,6.3,24,52,63,mungbean
102,75,54,5.7,29,155,73,banana
20,135,202,6.4,12,57,62,grapes
0,51,21,6,35,55,64,mothbeans
39,58,21,6.9,30,86,70,mungbean
16,22,5,6.8,28,91,67,orange
97,57,17,6.6,26,85,59,maize
15,25,40,6.1,21,51,65,pomegranate
49,50,52,6.9,27,150,76,papaya
31,47,18,6.3,24,77,65,mungbean
22,145,196,7,18,47,60,grapes
57,70,81,6.8,24,64,70,chickpea
40,63,45,6.8,21,110,79,papaya
34,10,43,6.7,27,54,65,pomegranate
54,78,22,6.7,34,52,64,blackgram
35,139,199,6.2,15,99,69,grapes
82,17,47,6.2,20,56,80,muskmelon
12,130,195,6,5,133,65,apple
4,137,205,6.6,8,104,64,apple
18,141,197,6.7,8,108,63,apple
63,58,50,6.9,27,82,75,papaya
36,21,38,6.9,34,59,60,pomegranate
119,95,49,5.8,25,166,70,banana
5,69,16,6.4,21,54,68,kidneybeans
109,42,23,6.3,27,99,64,cotton
32,8,14,6.8,30,118,68,orange
21,13,11,6.8,21,150,67,orange
88,12,48,6,20,59,71,muskmelon
50,80,77,6.3,27,79,70,chickpea
15,79,22,6.6,29,79,68,lentil
30,59,25,6.8,22,77,65,kidneybeans
116,29,49,6.9,20,91,72,watermelon
1,38,25,6.6,24,99,61,mungbean
90,87,47,6.8,25,168,75,banana
45,75,77,7.1,21,25,62,chickpea
55,75,76,6.5,25,77,66,chickpea
26,54,21,6,30,53,61,mungbean
9,9,31,7.4,32,183,77,coconut
48,71,76,6.1,25,61,64,chickpea
10,29,41,6.8,33,54,66,pomegranate
33,68,22,6.4,25,94,68,kidneybeans
83,84,51,6.3,21,197,79,banana
23,57,25,6.7,22,53,65,mothbeans
60,49,24,6.1,22,67,51,maize
5,79,18,6.1,20,91,61,lentil
51,69,21,7.4,21,50,67,blackgram
69,42,42,5.9,35,145,79,rice
28,15,34,7,20,162,76,mango
70,36,15,6.8,29,59,59,maize
99,43,43,6.1,24,108,80,rice
140,45,18,7,21,75,64,cotton
112,29,55,6.9,20,86,71,muskmelon
81,27,48,6.3,20,53,76,watermelon
19,10,8,6.9,29,130,65,orange
66,47,52,6.5,24,113,77,papaya
31,67,25,6.7,25,65,62,kidneybeans
108,9,55,6.5,20,52,72,muskmelon
31,75,23,7,22,67,60,blackgram
31,6,26,7.2,26,150,71,coconut
28,122,202,6.9,8,131,62,apple
29,60,19,6.7,24,89,61,mungbean
37,58,47,6.3,30,120,74,papaya
29,75,16,6.6,28,60,69,lentil
53,57,81,7.4,22,46,60,chickpea
31,20,32,7.1,27,194,77,coconut
26,23,29,6.1,22,177,70,mango
15,137,198,6.8,7,147,66,apple
1,60,17,6.9,28,87,63,lentil
97,29,54,6.9,20,61,74,muskmelon
110,79,47,6.2,20,194,79,banana
55,65,16,6.8,30,63,66,blackgram
72,35,15,7.5,24,76,56,maize
79,56,45,5.7,24,143,77,rice
32,58,77,6,24,66,67,chickpea
36,78,18,6.4,28,60,68,lentil
18,120,200,6.2,11,43,66,grapes
10,19,31,7.5,33,169,77,coconut
40,58,16,6.4,25,86,62,pigeonpeas
12,33,27,6.9,25,200,78,mango
6,17,42,6,32,52,70,pomegranate
107,84,45,6.6,20,164,70,banana
41,55,81,6.7,20,52,65,chickpea
6,24,39,6.8,23,64,61,pomegranate
3,121,202,6.2,10,74,62,grapes
115,15,54,6.1,20,55,75,watermelon
34,17,10,6.3,24,121,63,orange
10,24,30,6.4,25,160,78,coconut
4,7,36,6.7,34,100,60,pomegranate
29,72,18,6.4,24,71,70,lentil
112,7,55,6.3,20,65,73,watermelon
101,54,19,6.4,30,92,60,cotton
40,66,24,6.2,25,55,61,blackgram
25,23,44,6.7,28,86,60,pomegranate
109,56,23,6,24,58,61,cotton
36,78,23,6.6,21,67,65,kidneybeans
17,20,14,6.2,25,109,62,orange
33,35,17,7.1,27,76,66,mothbeans
23,122,196,6.2,19,65,68,grapes
136,47,21,6,29,96,61,cotton
24,65,17,6.6,35,94,61,blackgram
33,11,36,6.8,39,99,63,pomegranate
4,64,25,6.6,24,58,65,lentil
90,21,46,6.7,20,89,80,muskmelon
30,55,82,6.5,27,48,67,chickpea
70,59,16,7.5,29,53,55,maize
71,51,19,6.6,24,67,54,maize
58,66,20,7.1,22,50,62,blackgram
38,60,25,7.5,30,56,64,mothbeans
26,7,35,6.8,30,65,69,pomegranate
58,62,84,7.5,21,91,62,chickpea
6,79,22,6.1,21,61,62,kidneybeans
13,132,202,6.9,12,44,69,grapes
25,145,195,6.1,18,78,68,grapes
5,25,36,6.8,20,72,61,pomegranate
31,71,25,6.3,30,93,67,blackgram
95,28,51,6,20,97,71,watermelon
125,39,22,6.9,23,79,69,cotton
30,55,48,6.4,21,136,78,papaya
94,56,22,7.4,26,57,51,maize
8,55,25,6.9,24,56,64,lentil
32,12,11,6.3,26,75,65,orange
3,39,35,6.9,31,111,74,mango
2,53,15,7,33,68,61,mothbeans
26,130,204,6.4,5,118,63,apple
2,32,31,6.3,25,191,78,mango
5,22,35,6.8,32,106,78,mango
28,6,9,6,20,125,64,orange
28,6,14,6.6,30,112,69,orange
27,64,82,6.7,27,74,68,chickpea
27,23,29,7.1,33,119,75,mango
32,80,15,6.9,29,99,62,blackgram
91,14,45,6.7,20,97,76,muskmelon
71,46,43,6.6,22,116,72,rice
20,22,31,7,28,156,71,coconut
111,16,55,6.9,20,76,70,muskmelon
19,57,17,6.8,30,52,60,pigeonpeas
117,24,48,6.1,20,79,71,watermelon
25,25,25,6.1,34,178,74,coconut
91,28,51,6.1,20,59,73,muskmelon
26,70,25,6.2,22,95,65,lentil
40,11,33,7,28,151,70,coconut
88,11,46,6.3,20,96,73,watermelon
28,55,20,6.2,31,83,65,pigeonpeas
13,9,28,6.8,26,165,71,coconut
5,9,38,6.4,28,56,63,pomegranate
116,25,52,6.5,20,64,77,muskmelon
117,17,45,6.3,20,77,70,watermelon
69,42,44,6.3,26,136,79,rice
11,45,25,6.8,32,78,60,mungbean
117,28,45,6.5,20,99,80,watermelon
24,60,85,6.3,21,100,61,chickpea
14,29,27,7.1,25,168,78,coconut
22,75,19,6.2,29,83,65,kidneybeans
3,128,196,6.1,10,91,69,apple
100,44,40,5.8,28,135,78,rice
22,57,25,6.8,22,68,65,kidneybeans
95,40,24,7.3,23,95,60,maize
34,66,79,6.7,25,99,67,chickpea
12,24,6,6.8,30,88,64,orange
67,70,55,6.4,26,124,75,papaya
34,24,31,6.7,31,120,79,mango
101,25,54,6.9,20,79,74,watermelon
4,65,22,7,23,82,64,lentil
9,126,196,7,6,91,68,apple
91,50,20,6.7,26,86,56,maize
28,15,31,6.3,25,180,73,coconut
101,60,20,6,23,73,65,cotton
34,123,197,6,6,146,64,apple
12,17,37,6.6,24,65,65,pomegranate
39,7,38,6.5,22,79,70,pomegranate
109,50,15,6,27,59,62,cotton
28,47,18,6.3,32,73,70,mungbean
24,132,197,6.8,9,112,61,apple
119,87,45,7,30,161,73,banana
20,58,21,7.3,26,80,61,mothbeans
47,77,16,7.3,34,63,62,blackgram
6,66,25,6.9,30,73,64,lentil
107,52,24,6.2,21,90,61,cotton
117,7,50,6.5,20,51,73,watermelon
11,22,5,6.9,27,77,61,orange
74,54,19,6.6,24,65,53,maize
37,62,49,6.8,22,109,74,papaya
85,11,52,6.8,20,65,78,watermelon
12,7,45,6.2,35,74,66,pomegranate
104,5,49,6.4,20,83,79,muskmelon
133,35,15,6.6,26,55,64,cotton
39,51,20,6.1,24,95,61,mothbeans
107,17,52,6.8,20,74,80,muskmelon
27,55,18,6.1,34,60,70,blackgram
36,52,25,6.5,22,53,67,mungbean
0,46,18,7,34,60,66,mungbean
33,59,16,6.4,20,93,61,blackgram
35,26,10,6.9,28,148,68,orange
92,76,51,6.6,28,185,79,banana
19,137,195,6.5,20,57,64,grapes
31,128,195,6.3,20,96,67,grapes
58,71,24,6.6,24,86,66,blackgram
117,72,53,6.4,26,163,79,banana
20,29,25,7.2,23,199,72,coconut
56,75,17,6.1,32,93,60,blackgram
97,82,45,6.6,26,185,73,banana
52,69,79,7.1,28,90,63,chickpea
26,45,19,6.8,29,73,70,mothbeans
0,131,203,6.5,8,76,62,apple
33,80,19,6.1,30,64,61,lentil
31,63,15,6.6,22,74,69,lentil
33,67,17,6.9,23,54,67,blackgram
100,52,23,6.4,27,77,60,maize
38,76,16,6.7,20,97,69,kidneybeans
24,18,34,6.9,30,168,76,mango
7,18,32,6.2,22,101,70,mango
90,44,21,6.7,21,59,53,maize
92,24,54,6.3,20,77,77,watermelon
92,27,52,6.6,20,94,79,watermelon
140,54,23,6.7,28,68,63,cotton
60,41,44,6.6,35,101,75,rice
19,53,20,6.5,34,71,68,mungbean
79,48,19,7.1,25,91,58,maize
2,76,25,6.8,34,52,60,pigeonpeas
32,37,24,6.4,30,63,61,mothbeans
20,18,34,6.1,21,128,78,mango
38,24,28,7.4,20,111,72,mango
2,25,29,6.8,28,134,79,mango
37,58,23,6.7,30,88,69,kidneybeans
32,62,20,6.8,22,84,61,kidneybeans
10,23,30,7.4,22,163,71,coconut
104,37,19,6.1,22,59,70,cotton
20,10,9,6.3,29,100,65,orange
24,29,31,7.3,22,162,74,coconut
42,78,18,6.7,34,64,65,blackgram
91,24,53,6.9,20,69,71,muskmelon
48,50,54,6.6,24,92,78,papaya
67,37,39,6,32,139,79,rice
11,23,33,6.6,35,182,80,mango
24,50,19,7.4,29,88,68,mothbeans
135,59,20,6.9,20,96,60,cotton
14,10,45,6.5,33,95,67,pomegranate
38,128,197,6.9,11,73,67,grapes
32,63,18,6.1,28,51,62,kidneybeans
39,70,50,6.5,26,78,70,papaya
23,20,34,6.6,26,167,74,mango
111,95,46,6.7,26,152,79,banana
10,58,20,6.7,31,58,61,pigeonpeas
7,14,34,6.4,21,181,76,coconut
140,40,25,6.7,29,74,60,cotton
90,25,54,6.5,20,68,75,muskmelon
88,36,39,6,29,150,77,rice
20,60,83,7.5,21,48,66,chickpea
65,39,17,7.3,28,65,54,maize
38,76,78,7.2,25,51,68,chickpea
35,51,25,6.6,21,72,65,mothbeans
53,47,51,6.4,21,91,77,papaya
28,54,25,6.4,25,69,70,mungbean
22,36,17,6.7,29,54,70,mothbeans
90,6,46,7,20,50,75,watermelon
25,122,197,6.4,8,99,65,apple
29,19,5,6.8,23,97,68,orange
32,72,81,6.5,23,26,64,chickpea
22,59,85,7.3,26,67,63,chickpea
12,23,6,6.7,21,107,67,orange
96,28,52,6.4,20,65,77,watermelon
8,24,39,6.2,22,56,69,pomegranate
84,82,48,6.2,24,160,71,banana
2,48,16,6.7,28,59,67,mothbeans
10,20,44,6.1,30,80,66,pomegranate
83,58,22,6.9,21,53,56,maize
30,36,20,6.5,29,89,64,mungbean
97,23,53,6.5,20,87,75,muskmelon
28,6,34,6.5,30,165,79,coconut
87,6,53,6.3,20,72,73,muskmelon
16,24,12,6.5,29,146,64,orange
52,70,16,7.5,34,61,63,blackgram
123,50,17,6.6,27,59,67,cotton
7,37,34,7.5,23,120,78,mango
39,47,49,6.1,22,142,79,papaya
2,7,30,6.7,20,166,80,coconut
54,70,23,6.8,35,80,69,blackgram
112,84,46,6,20,197,76,banana
84,38,37,6.9,28,145,70,rice
15,49,23,6.2,34,54,68,mungbean
26,64,19,6.7,27,92,69,lentil
74,57,22,7.4,26,56,51,maize
66,62,52,6.6,23,92,74,papaya
5,140,200,6.5,13,54,70,grapes
41,58,83,6,28,82,68,chickpea
23,25,29,6.5,33,149,75,mango
103,24,52,6.8,20,70,71,muskmelon
54,56,21,7.4,35,90,61,blackgram
140,37,16,7,21,88,70,cotton
25,123,205,6.4,8,132,64,apple
7,128,203,6.7,8,127,70,apple
82,76,48,6.1,27,172,78,banana
0,10,29,7,30,193,74,coconut
30,57,47,6.1,27,85,80,papaya
6,124,200,6.7,19,56,67,grapes
86,78,45,6.1,21,150,72,banana
29,64,84,6.2,25,29,61,chickpea
115,91,47,5.5,29,164,80,banana
87,40,39,6.9,21,129,73,rice
5,30,10,6.2,30,125,69,orange
13,60,16,6.8,26,99,60,mothbeans
55,57,82,7,22,34,60,chickpea
92,77,54,5.6,22,173,75,banana
90,84,49,6.5,30,192,72,banana
37,60,17,6.1,31,57,68,mungbean
34,77,24,6.1,29,69,67,lentil
37,125,203,6.3,18,94,62,grapes
27,57,16,6.7,27,55,61,kidneybeans
139,53,18,6.3,26,94,62,cotton
14,68,15,6.7,30,62,67,lentil
48,64,83,7.3,24,92,69,chickpea
10,132,205,6.7,10,49,70,grapes
25,69,16,6.5,29,84,60,kidneybeans
54,75,77,6.5,28,93,65,chickpea
28,10,40,6.5,20,90,68,pomegranate
100,10,53,6.1,20,91,75,watermelon
34,143,199,6.1,13,25,67,grapes
108,20,46,6.3,20,51,75,muskmelon
33,51,16,6.6,34,81,61,mungbean
21,5,34,7.2,24,176,70,coconut
51,66,47,6.6,26,78,79,papaya
8,14,29,7.3,20,171,77,coconut
104,24,45,6.9,20,60,72,watermelon
60,52,37,6.7,24,117,78,rice
117,90,47,6.5,22,155,79,banana
45,57,75,7,30,64,61,chickpea
10,129,200,6.3,20,73,62,grapes
15,75,15,6.5,31,75,68,pigeonpeas
65,37,39,6.8,24,126,73,rice
20,59,82,6.6,29,38,70,chickpea
96,47,19,7.4,28,63,59,maize
37,29,30,6.7,25,178,72,coconut
18,58,19,6.7,26,74,68,mungbean
51,78,79,6.6,24,44,61,chickpea
99,7,47,6.5,20,91,79,muskmelon
25,23,32,6.9,22,130,79,mango
39,122,200,7,10,121,61,apple
21,27,31,6.6,34,155,74,coconut
30,60,79,6.7,20,43,69,chickpea
37,58,22,6.5,29,87,65,mothbeans
17,60,25,6.3,26,59,63,mungbean
60,77,21,6.4,32,51,66,blackgram
57,55,83,6.2,24,100,61,chickpea
64,51,42,6.7,27,144,70,rice
31,69,16,6.2,26,50,70,pigeonpeas
28,68,16,7.5,32,64,70,blackgram
68,46,45,6.9,24,142,77,rice
4,45,20,6.7,23,64,62,mothbeans
40,138,199,6.9,7,150,65,apple
19,78,24,6.8,24,83,64,kidneybeans
95,53,17,7.2,27,88,60,maize
27,120,205,6.8,9,136,61,apple
3,9,29,7.4,32,166,80,coconut
38,22,42,6,26,72,64,pomegranate
11,35,20,6.3,23,66,70,mothbeans
23,21,10,6.7,29,123,64,orange
119,41,20,6.7,23,88,70,cotton
99,13,50,7,20,100,76,muskmelon
56,71,23,6.3,33,91,62,blackgram
21,138,198,6.1,9,135,62,apple
2,64,21,6.2,20,94,63,lentil
93,21,51,6.4,20,99,79,muskmelon
0,75,16,6.6,25,69,67,lentil
108,30,48,6.5,20,50,78,muskmelon
3,26,30,7,26,173,71,coconut
82,88,52,5.8,22,179,74,banana
5,31,31,6.6,25,143,73,mango
45,66,25,6.4,34,53,65,blackgram
103,37,17,6.8,25,81,68,cotton
65,58,54,6.4,23,135,80,papaya
106,6,54,6.7,20,97,70,watermelon
32,38,16,6.4,33,73,60,mungbean
19,14,8,6.6,30,133,68,orange
35,31,33,7.2,29,124,78,mango
32,50,21,7.2,21,67,62,mothbeans
92,90,51,5.7,22,164,72,banana
91,42,19,6.1,27,97,56,maize
4,44,20,6,24,76,65,mungbean
72,39,35,6.5,30,122,80,rice
4,49,23,6.6,21,81,63,mungbean
20,62,25,7,25,92,62,pigeonpeas
18,45,19,6,23,56,68,mungbean
7,26,40,6.9,25,74,62,pomegranate
7,37,33,7,31,100,75,mango
83,16,47,6.1,20,78,73,muskmelon
91,42,45,5.7,31,134,77,rice
18,45,20,6.3,27,53,63,mungbean
39,63,19,6,31,79,64,blackgram
68,38,35,5.8,30,150,77,rice
13,43,19,6.4,33,98,67,mothbeans
8,38,32,6.6,22,101,79,mango
35,80,22,6.2,20,99,61,kidneybeans
29,79,20,5.9,31,88,69,pigeonpeas
4,58,16,6,21,100,64,mothbeans
13,24,29,7.2,35,135,76,mango
22,11,8,6.8,30,146,62,orange
40,69,18,6.8,22,89,67,kidneybeans
66,36,22,7.4,24,96,54,maize
6,64,17,6,27,75,66,pigeonpeas
102,21,50,6.9,20,100,71,muskmelon
30,29,29,6.2,23,187,70,coconut
16,76,21,6.9,20,51,65,lentil
97,22,52,6.5,20,66,77,muskmelon
80,76,46,5.5,23,158,80,banana
81,76,50,6.9,22,184,78,banana
24,56,16,6.8,30,66,69,lentil
70,58,20,6.4,21,60,50,maize
119,51,16,6.4,20,83,68,cotton
52,74,77,7.2,24,61,64,chickpea
85,70,55,6.7,30,179,72,banana
29,5,6,6.5,21,107,63,orange
25,56,18,6.1,20,72,70,mungbean
17,68,17,5.6,24,73,63,pigeonpeas
19,15,33,7.4,28,157,70,mango
18,14,33,6.9,27,185,72,coconut
71,38,43,6.7,23,119,79,rice
23,143,199,6.6,10,129,63,apple
28,70,15,6.4,31,88,65,pigeonpeas
75,40,18,6.3,22,64,55,maize
90,40,39,6.7,31,110,79,rice
38,64,48,7,30,101,71,papaya
98,20,48,6.8,20,69,72,muskmelon
98,49,17,6.1,22,67,59,maize
93,30,46,6.4,20,57,73,watermelon
93,38,37,7,21,150,71,rice
97,46,16,7.3,29,84,52,maize
11,61,18,6.9,23,53,65,kidneybeans
6,75,22,7.2,24,88,62,pigeonpeas
81,20,46,6.3,20,93,73,muskmelon
18,44,17,7.3,26,96,61,mothbeans
11,123,202,6.9,9,130,66,apple
27,67,17,6.7,23,52,61,blackgram
17,40,16,6.9,24,67,68,mothbeans
32,66,25,6.1,28,75,62,lentil
10,63,23,7,29,54,67,kidneybeans
69,37,17,6.8,20,78,57,maize
4,129,196,6.8,6,82,69,apple
21,76,84,7.2,29,52,67,chickpea
91,10,55,6.3,20,59,80,muskmelon
111,91,45,6.9,27,165,74,banana
32,68,55,6.9,21,102,76,papaya
120,73,49,6.4,28,199,72,banana
39,65,20,7.3,23,91,66,pigeonpeas
26,63,19,6.5,28,80,63,lentil
4,74,18,5.6,23,59,66,pigeonpeas
90,49,19,6.1,22,55,60,maize
46,60,17,7,32,80,70,blackgram
136,49,15,7,20,95,66,cotton
11,30,45,6.8,26,84,63,pomegranate
98,6,54,6.4,20,54,77,watermelon
38,68,24,6.5,34,75,64,blackgram
78,54,18,6.6,30,63,51,maize
74,49,18,6.1,23,96,60,maize
28,43,17,7.4,34,89,66,mothbeans
109,10,50,6.8,20,60,74,watermelon
80,45,40,6,26,136,71,rice
95,50,43,6.7,30,150,78,rice
31,134,195,6,8,119,65,apple
24,18,29,6,23,182,78,coconut
11,55,22,6.2,20,100,62,mungbean
44,66,20,6.4,27,90,65,blackgram
11,17,35,7.4,23,155,79,mango
134,57,23,6.4,22,80,69,cotton
5,25,27,7,33,153,78,coconut
108,35,21,6.1,27,56,69,cotton
5,73,25,6.8,22,68,68,lentil
19,71,20,6.8,20,83,62,lentil
43,65,19,6.4,34,57,60,blackgram
20,5,44,6.5,27,97,67,pomegranate
35,136,200,6.2,15,44,64,grapes
32,47,23,6.9,23,90,60,mungbean
69,46,23,7,23,85,59,maize
38,29,42,6.5,23,58,66,pomegranate
3,16,15,6.6,27,134,63,orange
106,94,54,5.8,28,191,74,banana
95,94,50,6.2,26,170,75,banana
84,29,51,6.2,20,92,73,muskmelon
39,56,21,6.5,20,54,65,mungbean
16,61,18,6.5,20,74,60,kidneybeans
12,26,39,6.3,28,66,65,pomegranate
20,36,24,7.4,32,96,70,mothbeans
45,76,19,7.2,25,50,62,blackgram
71,37,16,6.3,22,83,55,maize
58,61,19,6,31,53,69,blackgram
23,59,20,6.2,29,73,66,mothbeans
7,64,16,6.5,26,100,63,pigeonpeas
21,35,20,6.7,35,71,66,mungbean
40,69,46,6.2,26,133,77,papaya
31,76,25,6.1,21,76,61,blackgram
16,6,32,6.5,29,189,80,coconut
44,60,52,6.7,25,126,75,papaya
26,26,13,6.4,20,116,69,orange
16,71,16,6.3,22,88,70,kidneybeans
116,22,54,6.8,20,67,74,muskmelon
24,65,23,6.7,20,76,60,blackgram
64,57,50,6.5,28,85,75,papaya
19,19,28,6.4,21,185,70,mango
137,51,16,6.3,25,93,62,cotton
7,13,8,6.3,20,93,67,orange
54,55,17,6.8,34,73,68,blackgram
66,54,15,7.4,25,97,59,maize
65,36,22,6.3,27,78,53,maize
100,95,45,6.3,20,183,78,banana
18,40,22,7,26,95,61,mothbeans
0,70,23,6.8,26,98,62,lentil
6,74,24,6.3,20,88,65,pigeonpeas
19,55,24,5.7,23,94,68,pigeonpeas
96,44,24,7.2,25,70,56,maize
32,28,26,7.1,34,159,80,mango
22,62,15,6.2,25,66,64,kidneybeans
53,64,82,7,30,92,64,chickpea
20,134,196,6.5,8,136,62,apple
138,52,19,6.2,23,55,70,cotton
3,45,24,6.7,30,55,64,mothbeans
39,27,30,6.2,23,121,73,mango
138,39,23,6.4,25,81,65,cotton
31,135,204,6.9,18,61,66,grapes
11,33,26,6.2,28,195,72,mango
67,57,39,6.4,25,101,77,rice
12,37,18,6.8,26,66,68,mungbean
26,61,23,5.6,21,72,63,pigeonpeas
43,80,16,6.6,34,63,68,blackgram
30,144,201,6.7,18,40,65,grapes
39,5,40,6.3,24,50,61,pomegranate
17,142,199,6.3,11,49,62,grapes
35,18,33,6.8,22,161,80,coconut
113,12,46,6,20,82,73,watermelon
32,5,6,6.1,20,123,67,orange
63,60,21,6.5,24,80,51,maize
26,64,15,6.3,30,75,61,lentil
115,26,48,6.2,20,68,72,watermelon
133,51,16,6.1,27,62,62,cotton
134,40,16,6.6,25,59,64,cotton
25,63,82,6.9,28,61,64,chickpea
2,50,23,7,28,69,70,mothbeans
83,76,49,6.6,28,166,77,banana
71,46,20,7.5,28,51,57,maize
68,64,46,6.5,22,134,74,papaya
65,64,52,6.3,23,144,75,papaya
15,70,15,6.3,26,82,70,lentil
14,47,18,6.3,22,63,63,mungbean
0,15,7,6.1,30,103,64,orange
92,16,55,6.6,20,91,79,watermelon
23,142,201,6.9,6,95,61,apple
80,59,21,7.3,23,55,59,maize
97,78,53,6.6,23,188,74,banana
21,18,33,7.1,22,153,78,coconut
39,126,203,6.4,9,101,68,apple
116,37,17,6.5,25,98,70,cotton
85,48,16,7.4,23,58,59,maize
58,72,82,6.6,22,41,61,chickpea
98,50,22,6.1,22,56,54,maize
22,140,199,6.3,18,82,70,grapes
22,39,15,6.2,25,70,65,mungbean
25,56,21,6.5,26,88,63,pigeonpeas
24,41,24,6.6,25,68,65,mungbean
38,57,17,6.9,20,90,67,mothbeans
39,62,19,6.2,24,60,67,lentil
65,54,18,6.9,30,60,59,maize
32,64,48,6.7,20,82,74,papaya
5,17,35,6.2,26,55,70,pomegranate
21,45,16,6.2,29,60,60,mungbean
23,73,23,6.8,25,93,66,kidneybeans
60,63,80,6.7,30,81,64,chickpea
67,69,51,6.4,26,137,79,papaya
8,72,25,6.2,21,76,66,lentil
8,9,11,6.9,27,131,68,orange
12,63,25,6.6,24,89,69,pigeonpeas
3,22,29,7.1,20,171,77,mango
39,78,18,7,23,81,65,kidneybeans
32,16,5,6.1,30,113,70,orange
1,46,25,6.6,31,55,65,mungbean
26,60,25,6.1,28,79,61,mungbean
123,41,17,6.6,20,53,65,cotton
48,71,20,6.4,21,73,67,blackgram
134,38,19,6.6,23,87,66,cotton
19,45,23,6.5,26,100,67,mungbean
100,49,18,7.2,20,56,53,maize
19,66,18,6.7,28,98,65,lentil
85,82,50,6.3,24,151,79,banana
89,85,52,6.1,20,155,75,banana
99,41,39,5.9,34,144,79,rice
89,24,55,6.2,20,81,78,watermelon
120,43,22,6.4,22,93,65,cotton
23,56,15,6.7,31,91,67,mothbeans
109,55,16,6.7,22,76,66,cotton
35,129,196,6.6,11,29,63,grapes
9,8,37,6.7,20,53,64,pomegranate
4,71,24,6.4,24,66,69,lentil
18,65,18,6.3,23,79,61,kidneybeans
40,56,24,7.3,25,75,62,pigeonpeas
11,58,20,6.4,29,64,62,mungbean
16,139,200,6.8,8,106,61,apple
3,44,18,7.1,27,93,62,mothbeans
32,47,21,6.9,34,66,65,mungbean
